ID,pKa_pred,pKa_real
5gmm,4.970,4.540
5gmv,6.150,6.230
5goe,4.416,4.340
5gow,4.564,4.450
5gp7,5.219,5.150
5gr9,7.390,7.480
5gs4,7.399,7.070
5gtr,7.411,7.170
5gu4,5.291,5.470
5gvm,7.107,6.730
5gvn,7.270,7.050
5gvp,7.171,6.780
5gwz,4.871,4.710
5h08,5.890,5.960
5h1e,7.572,7.540
5h5o,6.494,6.560
5h5q,5.746,5.740
5h5r,6.022,6.210
5h5s,5.277,5.090
5h7g,9.210,9.240
5h8b,11.155,11.310
5h9p,7.139,7.170
5h9q,4.343,4.420
5h9s,4.266,4.060
5hcx,8.558,8.390
5hd0,9.074,8.400
5hda,5.223,5.130
5hdu,9.663,9.000
5hdv,8.062,7.820
5hdx,7.847,7.320
5hdz,8.038,7.350
5he4,8.336,7.700
5he5,6.947,6.470
5he7,8.520,8.300
5heb,5.958,6.100
5hed,4.587,4.440
5hes,7.540,7.540
5hey,5.487,5.660
5hf1,5.856,5.740
5hfb,4.554,4.570
5hfc,5.865,5.720
5hff,6.354,6.300
5hfj,4.320,4.390
5hg5,9.121,8.700
5hg7,8.802,8.400
5hg8,8.685,8.520
5hg9,7.808,7.460
5hgc,8.556,8.660
5hgq,7.511,7.340
5hhx,8.091,8.210
5hip,5.785,6.050
5hj9,6.014,5.850
5hja,5.800,5.960
5hjb,5.835,5.680
5hjc,4.507,4.350
5hjd,5.374,5.240
5hk1,8.427,8.370
5hk2,8.533,8.590
5hkh,5.009,5.090
5hki,2.818,2.800
5hlm,5.965,5.900
5hog,3.506,3.640
5hpm,7.545,7.130
5htb,6.827,6.770
5htc,6.878,6.820
5hu0,6.246,6.230
5hu1,8.967,8.660
5huw,6.470,6.230
5huy,5.579,5.030
5hv0,5.615,5.960
5hv1,4.332,4.100
5hvp,7.764,7.700
5hyq,7.087,6.820
5hyr,7.333,7.380
5hyx,6.787,6.550
5i22,7.288,7.620
5i25,3.474,3.490
5i2i,4.700,4.300
5i38,3.269,3.420
5i4v,8.985,8.520
5i8c,7.846,7.600
5i8p,6.663,6.730
5i9i,7.596,7.300
5iay,5.788,5.800
5icx,7.279,6.960
5icy,5.492,5.060
5icz,5.798,5.300
5id0,6.216,5.770
5id1,6.652,6.250
5iez,7.860,7.640
5if4,9.222,9.000
5igk,7.436,7.380
5igl,7.606,7.370
5igq,6.079,6.600
5ih2,5.697,5.760
5ii1,5.128,5.480
5iis,9.299,9.000
5ij7,8.873,8.510
5ijj,6.589,6.550
5ijp,7.067,7.150
5il1,5.941,5.820
5im3,5.683,5.820
5in9,6.804,6.360
5iok,4.815,5.020
5iop,4.377,4.540
5ioy,5.058,5.220
5ipa,4.762,4.700
5iq6,5.438,5.260
5iql,4.702,4.560
5ir1,5.142,5.270
5isl,7.437,7.280
5itf,5.575,5.740
5iu4,9.272,9.280
5iu7,9.116,8.960
5iu8,7.477,7.740
5iua,8.814,8.820
5iub,9.312,9.460
5iug,7.335,7.330
5iv2,5.539,5.100
5ivf,4.413,4.400
5ivj,7.531,7.340
5ivn,8.744,8.850
5ivz,4.809,4.300
5iw0,7.719,7.220
5ix1,6.434,6.310
5ixf,5.439,5.520
5ixq,4.806,4.700
5ixt,4.659,4.600
5iy4,4.796,4.810
5iyv,3.996,3.870
5izk,6.829,6.720
5izl,5.644,5.730
5izm,5.717,5.920
5izu,7.267,7.270
5j18,8.713,9.150
5j19,6.681,6.600
5j31,6.460,6.510
5j32,5.067,5.080
5j3v,6.679,6.980
5j4n,3.867,4.250
5j5r,6.885,6.890
5j5x,10.080,11.020
5j71,6.766,6.960
5j74,8.447,8.720
5j7p,6.960,7.280
5j87,8.002,8.050
5j9f,7.222,7.230
5j9y,7.680,7.240
5j9z,8.110,7.800
5jal,2.417,2.470
5jan,2.810,3.010
5jcb,4.148,4.210
5jek,3.998,3.980
5jeo,4.679,4.800
5jer,3.683,3.700
5jf1,7.475,7.190
5jf2,8.148,7.890
5jf3,7.495,7.420
5jf4,7.202,7.190
5jf5,7.194,7.200
5jf6,7.388,7.210
5jf7,6.290,6.040
5jf8,5.845,5.850
5jha,6.395,5.900
5jhd,4.293,4.520
5jjm,7.252,7.510
5jpt,4.459,4.600
5jq7,5.198,4.800
5jq8,5.705,5.700
5jqb,2.459,2.220
5jr2,7.529,7.570
5jur,8.694,8.520
5k13,8.855,8.740
5k4z,6.314,6.150
5k51,4.794,4.800
5k6s,6.511,6.260
5k7h,6.033,6.000
5k8n,6.015,6.320
5k8o,5.872,5.960
5ka3,4.685,4.590
5kam,3.965,4.110
5kap,4.203,4.230
5kau,6.458,6.520
5kbf,9.143,8.920
5kbg,6.031,6.110
5kbh,5.999,6.260
5kbi,5.349,5.390
5kdr,8.200,8.300
5kew,6.235,6.500
5kez,8.194,8.150
5khd,5.814,5.600
5khg,4.614,4.690
5khh,4.447,4.310
5khi,6.919,6.770
5khj,3.917,3.740
5khk,6.242,6.390
5klp,4.583,4.640
5klz,6.341,6.370
5km0,5.362,5.310
5km1,6.313,6.180
5km2,4.078,4.410
5km3,4.427,4.600
5km5,6.883,6.920
5knj,7.576,6.940
5knr,5.899,5.850
5kns,6.096,6.120
5knt,4.489,4.430
5knu,5.520,5.550
5knv,4.884,4.870
5knx,5.910,6.100
5kq5,7.592,8.050
5ks7,5.307,5.320
5kww,7.641,8.130
5kxc,5.195,5.260
5kxi,7.388,7.740
5kya,8.613,8.220
5kyj,7.904,7.890
5kyk,6.186,5.800
5kzp,7.371,7.150
5kzq,8.539,8.280
5l0c,5.832,6.150
5l0h,5.372,5.640
5l26,4.814,5.350
5l2i,7.456,7.400
5l2t,6.680,6.190
5l2w,6.480,6.680
5l2y,10.479,9.850
5l2z,10.601,10.220
5l3e,6.031,6.180
5l3f,6.025,6.330
5l3g,6.191,6.230
5l3j,6.802,6.640
5l4f,5.860,5.890
5l7f,8.565,9.050
5l7k,10.469,10.370
5l87,5.155,5.070
5l8n,4.557,4.510
5l8o,3.299,3.380
5lb7,5.079,5.050
5lbq,5.390,5.110
5ldk,4.251,4.170
5ldo,3.589,3.750
5ljj,7.337,7.210
5ll4,8.273,8.400
5ll5,5.857,6.040
5ll9,6.227,6.080
5lla,7.802,7.720
5lm4,3.852,3.880
5lp6,4.659,4.760
5lpj,4.874,5.000
5lpk,5.493,5.510
5lpl,4.985,4.920
5lpm,5.642,5.560
5lu2,5.316,5.200
5luu,5.004,5.060
5lvf,4.930,4.820
5lvn,4.224,4.700
5lwe,10.465,9.960
5lws,4.428,3.940
5lxb,9.977,9.770
5ly1,7.392,7.530
5ly3,7.377,7.510
5m0m,8.261,8.220
5m1z,3.827,4.180
5m29,7.447,7.400
5m2q,7.723,7.520
5m2v,5.277,5.400
5m34,6.905,6.820
5m3b,7.211,6.920
5m44,7.836,7.400
5m4c,7.396,7.400
5m4f,8.181,7.890
5m4i,8.137,7.890
5m4k,5.558,5.660
5m4u,4.959,4.890
5m56,7.879,7.890
5m63,6.543,6.960
5m7t,5.375,5.410
5m9d,5.870,5.800
5mae,7.118,6.840
5maj,7.758,7.460
5mav,5.666,5.480
5mev,7.088,7.000
5mf6,4.387,4.360
5mfr,3.867,4.300
5mfs,6.500,6.480
5mft,7.308,7.470
5mgg,3.397,3.300
5mgl,3.181,3.300
5mgm,3.179,3.300
5mgx,5.786,5.590
5mhp,8.128,7.820
5mi5,6.250,6.770
5mi6,7.327,7.300
5mi7,7.030,7.110
5mim,7.440,7.340
5mk1,3.943,3.880
5mk3,4.158,4.050
5mk9,4.495,4.420
5mka,4.701,4.310
5ml2,7.736,7.890
5ml3,9.317,9.690
5ml4,8.836,8.700
5ml6,9.178,9.450
5ml8,8.243,8.100
5mlo,5.427,5.320
5mlw,5.021,5.030
5mnb,2.535,2.480
5mnc,1.435,1.310
5mnx,2.575,2.480
5mny,1.433,1.310
5mob,4.015,4.050
5moc,4.655,4.630
5moe,3.135,3.280
5mon,2.451,2.480
5moo,1.347,1.310
5mql,6.037,5.850
5mqt,6.057,5.700
5mqy,7.488,7.110
5mra,8.005,8.000
5mt0,3.458,3.300
5mt4,3.630,3.300
5mte,6.985,6.780
5mtv,4.149,4.110
5mtx,8.258,7.750
5mty,8.594,8.890
5mw4,11.865,11.700
5mwj,7.014,7.610
5mxo,5.148,5.270
5myg,7.081,7.510
5myk,9.141,9.000
5myo,10.804,10.530
5myx,8.470,8.160
5n16,5.169,5.300
5n1x,3.351,3.160
5n1y,3.736,3.220
5n21,5.923,5.960
5n2x,5.931,6.060
5n53,2.548,2.550
5n55,5.824,5.990
5n58,6.341,6.100
5n69,6.843,6.540
5n7g,4.475,4.580
5n7v,8.538,8.770
5n7x,5.386,5.240
5n87,9.600,9.250
5n8b,7.638,7.370
5n8e,5.578,5.330
5n8j,5.785,5.540
5n8v,6.522,6.680
5n8w,6.681,6.330
5n9s,8.629,8.620
5na0,8.896,9.770
5nad,9.713,8.960
5nai,6.172,6.100
5ndd,6.520,6.460
5nf5,6.604,6.820
5nf6,7.660,7.460
5nf9,5.038,5.330
5nfa,5.304,5.250
5nfb,5.881,6.110
5nfh,8.490,7.740
5ng9,6.789,6.720
5nge,7.485,7.190
5ngf,5.194,5.110
5nin,7.209,7.120
5njx,4.102,4.150
5nkk,4.982,5.000
5nme,6.981,7.090
5nmf,7.300,7.420
5nmg,5.716,5.750
5nn4,2.219,1.940
5ntt,5.701,5.750
5nu3,6.520,6.640
5nu5,6.375,6.330
5nvy,6.076,6.120
5nvz,6.553,6.770
5nwk,6.384,6.570
5nx2,8.853,8.490
5nxq,6.532,6.490
5nyz,5.088,5.030
5nz2,4.810,5.030
5nzo,2.215,2.240
5nzp,2.260,2.190
5nzq,2.030,2.030
5o0a,3.070,3.240
5o0b,4.044,4.180
5o4z,5.571,6.070
5o91,6.736,6.460
5obj,5.124,4.780
5obr,5.111,5.360
5ofi,4.256,4.200
5ofu,3.945,4.200
5ofv,1.817,1.580
5ofw,2.847,2.800
5ogl,3.911,4.310
5om9,4.246,4.250
5op2,6.333,6.620
5opb,7.792,7.620
5opr,6.034,5.590
5ops,5.403,5.060
5opu,7.405,7.280
5opv,7.283,7.290
5oq4,7.937,7.600
5oq5,7.780,7.700
5oq6,7.709,7.560
5oq7,6.582,6.490
5orl,5.073,4.820
5orr,3.759,3.770
5ort,3.283,3.050
5ory,3.555,3.450
5orz,3.393,3.360
5os0,2.662,2.550
5os1,3.184,3.310
5os3,2.621,2.430
5osd,3.288,3.210
5osk,5.657,5.600
5oug,2.604,2.770
5oui,3.859,4.030
5ow1,4.313,4.150
5q0d,9.574,9.000
5q0e,9.481,9.160
5q0f,10.190,9.890
5q0g,10.194,9.740
5q0h,8.336,7.920
5qck,7.953,7.640
5qcl,8.466,7.960
5qcm,7.274,6.960
5qcn,8.613,8.220
5sve,5.545,5.740
5svi,5.192,5.170
5svk,9.155,8.480
5svl,8.904,8.550
5svx,6.284,6.190
5svy,6.295,6.130
5svz,6.413,5.920
5swf,6.557,6.260
5syn,6.706,6.620
5t18,9.661,9.300
5t1i,4.042,3.920
5t1k,6.512,6.280
5t1l,6.710,6.620
5t1m,5.932,5.820
5t35,7.509,7.180
5t3n,8.214,8.040
5t52,8.915,9.280
5t54,8.245,9.060
5t6j,5.171,4.930
5t6p,6.275,6.060
5t6z,4.295,4.210
5t70,4.112,3.990
5t78,7.332,7.370
5t8q,4.091,4.160
5t8r,4.297,4.290
5tbn,5.505,5.440
5tbp,5.304,5.180
5tca,7.403,7.720
5tcc,5.439,5.660
5tci,6.323,6.880
5tco,8.053,8.190
5tdb,5.639,5.840
5tdi,9.820,9.740
5tdr,4.662,4.540
5tdw,4.678,4.700
5teg,6.939,6.850
5tg4,3.529,3.320
5tg5,4.200,4.010
5tg6,4.457,4.550
5tg7,4.723,4.530
5tgy,7.574,7.350
5th2,4.918,4.520
5tha,3.713,3.850
5thi,4.007,3.610
5thj,3.158,2.870
5thn,3.971,4.020
5tks,7.466,7.170
5tkt,8.640,8.490
5tku,9.999,9.800
5tpb,2.738,2.590
5tpc,3.065,3.000
5tq1,5.367,5.490
5tqe,7.110,6.720
5tqf,8.513,8.300
5tqg,10.152,9.620
5tqs,5.810,5.860
5trf,9.320,9.060
5tt8,6.451,6.500
5tus,4.600,4.430
5tuy,6.361,6.350
5tv1,7.251,7.240
5tv3,8.299,8.090
5tvn,9.255,9.040
5tw2,7.117,7.300
5tw5,7.064,7.420
5twg,6.272,6.170
5twh,6.774,6.550
5two,8.251,8.090
5ty1,5.213,5.210
5ty8,5.364,5.460
5tzd,5.868,5.740
5tzf,5.833,5.800
5tzg,5.790,5.800
5tzo,5.530,5.230
5tzy,8.854,8.700
5u2j,5.940,5.920
5u48,6.503,6.330
5u4a,6.768,6.360
5u4c,6.157,6.000
5u4e,6.502,6.350
5u4f,6.806,6.330
5u4g,6.193,6.100
5u51,4.754,4.920
5u5l,4.966,4.850
5u66,3.000,3.000
5u69,6.134,6.220
5u6b,10.049,9.890
5u6c,10.522,10.300
5u6d,8.895,8.590
5u6k,5.357,5.220
5u7m,7.311,6.740
5u7o,7.351,7.140
5u8a,7.541,7.890
5u8f,8.058,7.960
5u98,9.907,9.700
5u9i,7.250,7.310
5uex,8.566,8.820
5uey,8.045,8.290
5ufi,8.432,8.400
5ufo,7.612,7.430
5ug8,9.033,8.700
5ug9,8.416,8.100
5uga,7.172,6.790
5ugb,7.246,6.790
5ugc,8.111,7.890
5ugh,7.272,6.770
5uhi,8.455,8.040
5uig,7.933,7.950
5ujv,3.610,3.600
5ukj,7.441,7.160
5ul1,6.811,6.640
5ul6,7.937,8.220
5umz,7.632,7.120
5un9,7.719,7.680
5unf,9.732,9.470
5ung,9.414,9.470
5unh,9.826,9.460
5unj,6.801,6.620
5ur9,6.015,6.050
5ura,6.483,6.400
5usy,8.092,7.510
5usz,7.040,6.970
5ut0,5.958,5.880
5ut4,4.598,4.380
5uv1,5.561,5.620
5uv5,7.589,7.700
5uw5,5.964,5.960
5uwi,6.029,5.800
5uwj,6.009,5.700
5uwk,8.627,8.640
5uwn,8.010,7.870
5uwp,6.061,5.800
5v13,7.752,7.630
5v1y,8.112,8.150
5v2l,3.486,3.540
5v2p,8.282,8.290
5v2q,8.437,8.280
5v35,6.748,6.960
5v4b,6.064,6.000
5v4q,2.435,2.570
5v5y,8.215,7.870
5v6u,2.448,2.260
5v8h,4.672,4.110
5v8j,6.353,5.570
5v8n,6.580,6.700
5v8o,4.036,3.770
5v8p,5.539,4.990
5vad,9.270,9.120
5vc5,8.212,7.960
5vc6,7.909,7.870
5vcx,5.929,5.550
5vdk,7.880,7.570
5vdo,3.110,3.300
5vdp,4.431,4.050
5vdq,3.711,3.670
5vdr,3.316,3.300
5vds,3.279,3.300
5vdt,4.758,4.680
5vdu,4.039,3.700
5vdv,3.433,3.700
5vdw,3.920,3.700
5vfj,4.611,4.700
5vfm,3.747,3.820
5vfn,3.673,3.520
5vii,7.192,7.290
5vjn,5.265,5.060
5vjp,4.732,4.830
5vkm,3.512,3.550
5vlh,7.004,6.800
5vll,6.696,6.370
5vo2,7.017,6.810
5vqi,6.540,6.250
5vs6,7.224,6.980
5vsb,5.533,5.120
5vsc,6.112,6.290
5vsd,6.999,7.240
5vse,6.023,5.970
5vsk,5.970,5.740
5vt4,4.343,4.350
5vwi,4.820,4.840
5vwk,5.087,5.480
5vzy,8.326,8.490
5w10,6.835,6.620
5w12,7.328,7.280
5w13,7.713,7.660
5w14,7.499,7.340
5w1v,4.616,4.430
5w1w,5.654,5.520
5w38,7.547,7.330
5w3i,6.013,5.800
5w4r,7.750,7.480
5w4v,7.951,7.150
5w5s,7.768,7.770
5w5u,7.267,7.190
5w6i,7.044,6.900
5w6r,7.600,7.570
5w6t,7.373,7.570
5w6u,5.489,5.490
5w7i,5.018,4.950
5w7j,6.050,6.100
5w7u,7.948,8.050
5w88,4.371,4.520
5w8v,8.390,8.220
5w94,4.591,4.650
5w99,5.008,4.680
5w9g,6.976,6.820
5wa4,5.859,5.890
5wac,6.992,7.420
5wad,7.935,8.110
5wae,6.724,6.800
5waf,9.423,9.350
5wag,5.407,5.210
5wb6,10.894,10.700
5wbf,4.033,3.810
5wbk,6.241,6.030
5wbl,6.423,6.440
5wbp,4.588,4.360
5wcl,4.205,4.520
5wef,6.549,6.440
5wei,5.443,5.700
5wev,7.160,6.820
5wfz,8.085,8.000
5whc,5.085,4.920
5wic,5.004,4.640
5wii,4.638,4.490
5wio,4.918,5.030
5wip,4.682,4.710
5wir,6.771,7.120
5wkf,3.822,3.870
5wkh,3.903,3.850
5wle,5.604,5.720
5wqd,4.824,4.770
5wqj,5.787,5.520
5wqk,6.381,6.300
5wrs,5.336,5.520
5wxg,3.903,3.860
5wzr,6.773,7.290
5x13,4.678,5.210
5x4m,3.154,2.920
5x4n,4.392,4.170
5x4o,3.835,4.060
5x4p,5.287,5.030
5x4q,7.308,7.110
5x72,6.299,6.330
5x73,6.997,6.740
5x9h,3.768,3.760
5x9o,5.383,5.300
5xhr,5.395,5.100
5xn3,6.265,6.170
5xup,5.111,5.250
5xw6,5.089,4.910
5xxf,5.714,5.740
5xxk,8.569,8.200
5xyf,5.871,5.980
5y61,1.873,1.720
5y62,1.729,1.740
5y7w,7.787,7.700
5ybe,5.677,6.240
5yc1,4.417,4.340
5yco,4.822,4.590
5yu9,7.107,6.740
6abp,6.759,6.360
6aol,6.321,6.270
6aom,6.027,6.200
6apr,7.619,7.770
6asz,4.565,4.720
6at0,4.004,4.040
6au5,6.131,5.570
6axj,4.943,5.000
6axk,6.734,6.520
6axl,6.867,7.110
6axp,5.479,5.070
6ayh,5.469,5.570
6ayn,5.588,5.040
6azk,5.998,5.640
6azl,5.389,4.930
6b16,7.671,7.490
6b27,4.961,5.030
6b7c,5.147,5.140
6b7d,4.290,4.280
6b7e,4.837,4.550
6b7f,3.795,3.870
6b8i,4.948,4.720
6bhd,5.360,5.030
6bhe,4.923,4.620
6bhh,3.648,3.760
6bhi,4.256,4.250
6bnh,4.221,3.800
6cgt,5.745,6.000
6eo8,6.869,7.000
6eo9,6.377,6.800
6esj,5.690,5.680
6esy,5.639,5.590
6euv,8.876,8.620
6f0y,4.953,5.110
6f3f,4.584,4.520
6fiv,8.504,8.080
6gpb,5.132,4.850
6rsa,4.464,4.400
6tim,3.163,3.210
7abp,6.668,6.460
7cpa,13.200,13.960
7gpb,5.593,5.520
7hvp,9.241,9.620
830c,9.361,9.280
8abp,8.012,8.000
8gpb,3.932,3.600
8hvp,9.233,9.000
9abp,7.816,8.000
9hvp,8.467,8.350
9icd,3.635,3.900
185l,3.207,3.540
186l,4.450,4.850
187l,3.230,3.370
188l,3.317,3.330
1a1e,5.964,6.000
1a4k,7.892,8.000
1a4r,6.790,6.660
1a4w,6.320,5.920
1a69,4.945,5.300
1a94,7.796,7.850
1a99,5.624,5.700
1a9q,6.281,6.170
1aaq,8.844,8.400
1add,6.519,6.740
1adl,5.183,5.360
1ado,6.191,6.000
1afk,6.383,6.620
1afl,6.446,6.280
1ai5,3.373,3.720
1aj7,4.003,3.870
1ajn,2.651,2.630
1ajq,4.457,4.310
1ajv,7.936,7.720
1amk,4.679,4.300
1amw,4.461,4.540
1apv,8.667,9.000
1atl,6.280,6.280
1atr,7.315,6.960
1avn,4.417,3.900
1ax0,3.397,3.130
1azm,6.085,6.100
1b05,7.427,7.120
1b0h,7.051,6.700
1b1h,7.045,7.030
1b2h,4.809,4.540
1b32,7.358,7.100
1b3h,6.422,6.210
1b40,7.299,7.280
1b4h,5.776,5.460
1b4z,5.838,5.230
1b51,7.558,7.370
1b52,7.338,7.120
1b55,7.096,7.400
1b57,7.793,8.000
1b58,6.784,6.590
1b5i,7.361,7.050
1b5j,7.693,7.430
1b6h,8.004,7.820
1b6j,7.567,7.920
1b6k,8.473,8.740
1b6l,8.430,8.300
1b7h,8.117,8.020
1b8n,10.331,10.520
1b8o,10.232,10.640
1b8y,8.046,7.850
1b9j,6.401,5.960
1bai,7.550,7.700
1bcd,8.526,8.700
1bdq,6.176,6.340
1bgq,8.414,8.570
1bhf,4.408,4.380
1bhx,6.641,6.840
1bju,4.663,4.800
1bm7,7.610,7.520
1bma,4.701,4.590
1bn1,9.775,9.340
1bn3,10.309,9.890
1bn4,9.695,9.310
1bnn,10.201,10.000
1bnq,9.724,9.490
1bnt,10.045,9.800
1bnu,10.017,9.700
1bnv,9.152,8.770
1bv7,10.086,10.300
1bv9,9.998,9.960
1bwa,8.810,8.600
1bwb,7.982,8.420
1bxo,10.084,10.000
1bxq,8.028,7.380
1bxr,3.022,3.400
1bzc,4.956,4.920
1bzy,8.237,8.340
1c1r,7.502,7.630
1c1u,7.875,8.250
1c1v,7.722,7.640
1c3x,3.570,3.680
1c4u,9.833,10.370
1c5n,4.667,4.700
1c5o,3.859,3.490
1c5q,6.090,6.360
1c5s,6.268,6.000
1c5t,4.144,4.100
1c5x,6.596,6.680
1c86,4.545,4.700
1c88,5.151,5.290
1cbx,6.604,6.350
1ceb,5.657,6.000
1cet,3.125,2.890
1cgl,7.007,6.870
1ciz,7.698,7.440
1cnw,7.887,7.720
1cnx,7.480,7.370
1cny,7.730,7.850
1ctt,4.307,4.520
1ctu,11.524,11.920
1d09,7.270,7.570
1d2e,6.063,6.000
1d3d,9.316,9.090
1d3p,7.844,7.390
1d4h,9.772,10.000
1d4i,8.878,8.850
1d4k,8.999,9.220
1d4l,8.923,8.770
1d4p,6.440,6.300
1d4y,10.783,11.100
1d6v,6.128,6.170
1d6w,6.019,5.960
1d7j,3.444,3.300
1d9i,9.115,9.110
1det,4.209,4.300
1dgm,4.819,5.050
1dhi,7.440,7.260
1dhj,6.909,6.550
1dif,11.008,10.660
1dl7,6.039,6.490
1drj,7.356,7.400
1drv,6.669,6.540
1duv,11.451,11.800
1dy4,4.289,4.360
1e1v,4.772,4.920
1e1x,5.677,5.890
1e2k,4.903,4.940
1e2l,4.302,4.290
1e3g,8.927,9.000
1e3v,4.257,4.340
1e4h,8.139,8.410
1e6q,2.931,3.150
1eb2,6.008,6.010
1ebw,8.627,9.050
1ebz,9.416,9.400
1ec0,8.338,8.490
1ec1,8.630,8.920
1ec2,9.717,10.000
1ec3,8.899,9.040
1ec9,2.906,3.100
1ecv,5.060,4.850
1efy,8.252,8.220
1egh,5.559,5.700
1ejn,5.696,5.620
1ela,6.339,6.360
1elb,6.889,7.150
1elc,6.615,6.660
1ele,6.777,6.850
1elr,5.282,4.960
1eoc,6.076,6.050
1epo,7.748,7.960
1erb,7.931,8.100
1ew8,2.407,2.260
1ex8,6.533,6.330
1ez9,5.154,5.100
1f0r,8.163,7.660
1f0t,5.967,6.000
1f0u,7.474,7.160
1f3e,6.577,6.700
1f4e,2.905,2.960
1f4f,4.744,4.620
1f4g,6.906,6.480
1f57,5.867,5.640
1f5k,3.967,3.740
1f5l,5.183,5.280
1f73,2.497,2.390
1f8e,4.960,4.820
1fao,7.392,7.370
1fcx,7.678,7.190
1fcy,8.989,8.520
1fcz,10.093,9.220
1fd0,9.125,8.400
1fh7,5.150,5.240
1fh8,6.396,6.890
1fh9,6.389,6.430
1fhd,6.910,6.820
1fiv,6.827,6.590
1fjs,9.884,9.960
1fkb,9.782,9.700
1fkf,9.322,9.400
1fkg,7.513,8.000
1fkh,7.901,8.150
1fki,6.891,7.000
1fkn,9.189,8.800
1fkw,5.171,5.050
1flr,9.540,10.000
1fm9,9.440,9.000
1fpc,7.167,7.000
1fq5,8.345,8.400
1ftm,7.453,7.610
1fv0,5.862,5.930
1fzj,7.688,8.100
1fzk,8.167,8.400
1fzm,7.900,7.700
1fzq,7.265,7.620
1g2k,8.022,7.960
1g2l,7.380,7.240
1g2o,10.668,10.550
1g30,6.520,6.850
1g35,8.370,8.140
1g45,8.683,8.640
1g46,9.128,8.800
1g4o,8.180,8.250
1g52,10.006,9.540
1g53,9.636,9.040
1g54,8.851,8.820
1g74,6.645,6.520
1g7g,6.118,6.600
1g7q,6.168,6.060
1g7v,6.641,6.400
1g85,5.219,5.480
1g98,5.801,5.700
1gai,8.335,8.000
1gar,10.243,10.000
1gfy,5.136,5.080
1ghw,4.079,4.200
1gi1,5.332,5.470
1gi4,7.079,7.190
1gi7,4.583,4.510
1gj6,7.666,7.000
1gnm,6.240,6.250
1gnn,5.823,5.680
1gpn,6.273,6.480
1grp,3.799,3.720
1gvw,7.157,6.960
1gwv,2.313,2.570
1gx8,6.571,6.370
1gyx,2.345,2.480
1gyy,3.636,3.640
1h0a,5.749,5.440
1h1s,8.859,8.220
1h22,8.809,9.100
1h2k,3.043,2.920
1h2t,8.145,7.890
1h46,3.466,3.570
1h4w,4.865,4.660
1h5v,4.758,3.930
1hbv,6.781,6.370
1hdq,5.832,5.820
1hi4,4.668,4.490
1hi5,4.034,4.040
1hih,7.734,8.050
1hii,7.196,7.280
1hk4,4.976,5.310
1hmr,6.418,6.550
1hms,6.235,6.370
1hmt,5.563,5.790
1hn4,3.520,3.820
1hos,8.709,8.550
1hp5,6.405,6.550
1hps,8.984,9.220
1hpv,9.520,9.220
1hpx,11.492,11.260
1hsh,9.175,9.420
1hvh,8.445,7.960
1hvj,11.191,11.400
1hvk,11.026,10.960
1hvl,9.773,9.950
1hvs,10.010,10.300
1hwr,8.298,8.330
1hxw,10.596,10.820
1hyo,4.175,4.070
1i2s,3.206,3.310
1i37,9.472,9.570
1i5r,8.327,8.520
1i9n,8.767,8.660
1i9p,8.853,8.410
1ie9,9.921,10.190
1if8,9.646,9.640
1igb,6.166,6.400
1ii5,6.709,6.620
1iih,3.041,2.890
1iiq,7.653,7.480
1ik4,6.984,7.410
1iy7,6.341,6.190
1izh,7.564,7.700
1izi,6.696,6.590
1j01,5.904,6.470
1j14,4.557,4.490
1j16,3.807,3.840
1j17,5.440,5.220
1j37,8.887,8.960
1j4r,7.711,7.720
1jak,5.548,5.570
1jaq,4.613,4.480
1jcx,5.146,5.150
1jet,7.723,7.250
1jev,7.218,6.890
1jgl,8.245,8.700
1jlr,3.272,3.330
1jmf,5.518,5.770
1jmg,5.849,6.070
1jn4,4.853,4.950
1jq8,6.225,6.000
1jqy,5.041,4.920
1jsv,5.726,5.700
1jvu,5.075,5.150
1jys,3.608,3.520
1jzs,6.179,6.600
1k1i,6.653,6.580
1k1j,7.541,7.550
1k1l,6.800,6.900
1k1n,6.966,6.820
1k1o,6.183,6.170
1k22,8.799,8.400
1k27,9.408,9.000
1k4g,5.913,5.850
1k4h,5.136,5.110
1k6c,7.743,7.480
1k6p,7.303,7.360
1k6t,7.876,7.620
1k6v,6.929,6.920
1k9s,6.556,6.520
1kav,5.449,5.820
1kjr,6.433,6.060
1km3,4.855,4.910
1kmy,5.200,5.100
1koj,6.813,6.700
1ksn,9.565,9.400
1kug,3.803,3.800
1kui,3.633,3.770
1kuk,3.906,3.910
1kv1,5.929,5.940
1kzk,10.550,10.390
1kzn,9.381,8.920
1l83,3.363,3.400
1l8g,5.911,6.220
1laf,7.581,7.850
1lag,6.072,6.300
1lah,7.349,7.520
1lan,7.222,7.220
1lcp,6.276,6.640
1lee,7.489,7.740
1lgw,3.951,4.000
1lhu,8.229,8.830
1li2,3.756,4.040
1li6,3.895,3.800
1lke,7.874,7.520
1lkk,6.980,6.850
1lkl,6.030,5.810
1lnm,8.529,8.700
1lpg,7.259,7.090
1lpk,7.560,7.550
1lpz,7.598,7.600
1lrh,6.878,6.820
1lst,7.779,7.850
1lyb,11.513,11.420
1lyx,4.921,4.540
1m0b,8.730,8.820
1m0n,2.250,2.220
1m0o,2.182,2.310
1m1b,4.921,4.660
1m2q,5.855,6.100
1m2r,6.675,6.460
1m2x,4.179,4.150
1m48,4.919,5.090
1m4h,9.513,9.520
1m5w,4.319,4.270
1m7d,6.145,6.230
1m7y,11.465,10.960
